fitur,gini
S2_penting,0.28380397490976067
S3_sekitar,0.2016478476410576
P2_cara,0.13569913997677424
H4_dukungan,0.08180896591711469
P1_organik,0.06825062318925032
S1_tanggungjawab,0.06437343458481548
P3_dampak,0.06119499612533152
H2_waktu,0.05101350744100613
H1_repot,0.03963164629959637
H3_fasilitas,0.01257586391529287
